name,required,pass,category,reason,actual,expected,tolerance,minimum,maximum,diff_over_tol,tol_over_expected,note
v4_co_remote_rooms_room_1_peak_co_upper_ppm,True,True,VACUOUS,actual=4.74e+04 >> 5.0× min=2e+03,47367.599497659,,,2000.0,,,,Regression baseline: v4_co_remote_rooms
v4_co_remote_rooms_room_2_peak_co_upper_ppm,True,True,VACUOUS,actual=1.62e+04 >> 5.0× min=1e+03,16246.2252125642,,,1000.0,,,,Regression baseline: v4_co_remote_rooms
v4_co_remote_rooms_time_room_1_co_upper_above_1200_s,True,True,A_PRIORI,no heuristic triggered,129.416666666664,140.25,20.0,,,0.542,0.143,Regression baseline: v4_co_remote_rooms
v4_co_remote_rooms_time_room_1_o2_below_18pct_s,True,True,A_PRIORI,no heuristic triggered,288.416666666671,287.75,10.0,,,0.067,0.035,Regression baseline: v4_co_remote_rooms
v4_co_remote_rooms_time_room_2_co_upper_above_200_s,True,True,A_PRIORI,no heuristic triggered,148.333333333333,152.25,30.0,,,0.131,0.197,Regression baseline: v4_co_remote_rooms
v6_spread_to_hallway_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1218.48289347279,,,1000.0,,,,Regression baseline: v6_spread_to_hallway
v6_spread_to_hallway_room_1_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,422.555963965341,,,200.0,,,,Regression baseline: v6_spread_to_hallway
v6_spread_to_hallway_time_room_0_l150_below_1_8m_s,True,True,A_PRIORI,no heuristic triggered,70.5000000000004,70.416667,10.0,,,0.008,0.142,Regression baseline: v6_spread_to_hallway
wind_assisted_exterior_spread_room_1_min_l150_m,True,True,A_PRIORI,no heuristic triggered,0.313547715878409,,,,1.0,,,hot gas layer descends well below head height
wind_assisted_exterior_spread_room_1_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,864.050204919086,,,700.0,,,,wind-aided O2 supply drives strong fire
wind_assisted_exterior_spread_room_1_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,739.759292238945,,,450.0,,,,flashover-level temperature with wind 8 m/s
wind_assisted_exterior_spread_time_room_1_l150_below_1_8m_s,True,True,VACUOUS,actual=413 >> 5.0× min=50,413.416666666642,,,50.0,450.0,,,smoke layer descent driven by wind
wind_assisted_exterior_spread_time_room_2_smoke_start_s,True,True,A_PRIORI,no heuristic triggered,76.25,,,20.0,120.0,,,fast smoke spread to hallway
wind_assisted_exterior_spread_time_room_4_smoke_start_s,True,True,A_PRIORI,no heuristic triggered,140.333333333332,,,70.0,250.0,,,smoke reaches kitchen via hallway
layer150_tenability_room_0_final_layer_150c_m,False,True,NON_GATING,required=False,1.21042659432025,1.225133,0.2,,,0.074,0.163,Regression baseline: layer150_tenability
layer150_tenability_room_1_final_temp_at_1_8m_c,True,True,A_PRIORI,no heuristic triggered,99.9002485947382,104.932563,15.0,,,0.335,0.143,Regression baseline: layer150_tenability
layer150_tenability_room_1_min_l150_m,True,True,A_PRIORI,no heuristic triggered,1.71945340550138,1.672793,0.15,,,0.311,0.090,Regression baseline: layer150_tenability
v3_hallway_fed_exposure_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,670.895738248581,698.298928,100.0,,,0.274,0.143,Regression baseline: v3_hallway_fed_exposure
v3_hallway_fed_exposure_room_1_max_fed,True,True,A_PRIORI,no heuristic triggered,2.211580437725,,,1.0,,,,Regression baseline: v3_hallway_fed_exposure
v3_hallway_fed_exposure_room_1_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,124.295605919167,,,100.0,,,,Regression baseline: v3_hallway_fed_exposure
v3_hallway_fed_exposure_smoke_generated_total_kg,True,True,A_PRIORI,no heuristic triggered,14.8150755448083,,,5.0,,,,Regression baseline: v3_hallway_fed_exposure
v3_hallway_fed_exposure_time_room_1_co_upper_above_1200_s,True,True,A_PRIORI,no heuristic triggered,129.416666666664,125.75,25.0,,,0.147,0.199,Regression baseline: v3_hallway_fed_exposure
v3_hallway_fed_exposure_time_room_1_fed_above_0_1_s,True,True,A_PRIORI,no heuristic triggered,249.833333333344,252.166666,30.0,,,0.078,0.119,Regression baseline: v3_hallway_fed_exposure
v3_hallway_fed_exposure_time_room_1_fed_above_0_3_s,True,True,A_PRIORI,no heuristic triggered,312.333333333332,315.916666,35.0,,,0.102,0.111,Regression baseline: v3_hallway_fed_exposure
v3_hallway_fed_exposure_time_room_1_smoke_start_s,True,True,A_PRIORI,no heuristic triggered,45.7500000000002,47.0,15.0,,,0.083,0.319,Regression baseline: v3_hallway_fed_exposure
v7_underventilated_co_peak_room_0_peak_co_upper_ppm,True,True,VACUOUS,actual=3.38e+04 >> 5.0× min=5e+03,33757.7832735375,,,5000.0,,,,Regression baseline: v7_underventilated_co_peak
v7_underventilated_co_peak_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,705.050974821902,,,500.0,,,,Regression baseline: v7_underventilated_co_peak
v7_underventilated_co_peak_time_room_0_co_upper_above_5000_s,True,True,A_PRIORI,no heuristic triggered,177.000000000003,177.0,10.0,,,0.000,0.056,Regression baseline: v7_underventilated_co_peak
v7_underventilated_co_peak_time_room_0_o2_below_15pct_s,True,True,A_PRIORI,no heuristic triggered,164.666666666668,164.75,5.0,,,0.017,0.030,Regression baseline: v7_underventilated_co_peak
v7_underventilated_co_peak_time_room_0_o2_below_18pct_s,True,True,A_PRIORI,no heuristic triggered,128.499999999997,128.583333,5.0,,,0.017,0.039,Regression baseline: v7_underventilated_co_peak
pu_sofa_fec_incapacitation_room_0_peak_c_balance_frac,True,True,CONSERVATION,keyword 'c_balance',1.0,,,,1.05,,,PHY-C1: balance elemental de carbono (CO+CO2+HCN) vs C disponible en combustible. Siempre ≤1.0 post-clamp (SF-AUD-032). HCN yield PU incluido en balance. max=1.05 tolerancia diagnostica.
pu_sofa_fec_incapacitation_room_0_peak_hcn_upper_ppm,True,True,A_PRIORI,no heuristic triggered,1889.37251197457,,,500.0,,,,"PHY-C2: HCN en capa superior sala fuego (PU sofa, yield ~0.000154 kg/MJ). Min=500 ppm = bound Purser conservador (actual ~1889 ppm). Fuente: AUDITORIA_CALIBRACION_FED_HCN_2026-05-27.md."
pu_sofa_fec_incapacitation_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,721.870528346605,,,300.0,,,,Regression baseline: pu_sofa_fec_incapacitation
pu_sofa_fec_incapacitation_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,652.082210082782,,,200.0,,,,Regression baseline: pu_sofa_fec_incapacitation
pu_sofa_fec_incapacitation_smoke_generated_total_kg,True,True,VACUOUS,actual=32.8 >> 5.0× min=3,32.798545555588,,,3.0,,,,Regression baseline: pu_sofa_fec_incapacitation
pu_sofa_fec_incapacitation_time_room_0_fec_above_0_1_s,True,True,VACUOUS,actual=58.8 << max=750/5.0,58.7500000000006,,,50.0,750.0,,,Regression baseline: pu_sofa_fec_incapacitation
pu_sofa_fec_incapacitation_time_room_0_fed_above_0_1_s,True,True,A_PRIORI,no heuristic triggered,253.416666666678,,,60.0,780.0,,,Regression baseline: pu_sofa_fec_incapacitation
pu_sofa_fec_incapacitation_time_room_1_fec_above_0_05_s,True,True,VACUOUS,actual=68.8 << max=780/5.0,68.7500000000005,,,20.0,780.0,,,Regression baseline: pu_sofa_fec_incapacitation
victim_fed_incapacitation_peak_co_ppm_global,True,True,A_PRIORI,no heuristic triggered,3381.9254822399,,,1500.0,,,,CO en sala de fuego por encima del umbral LC50/30min (~2300ppm) confirmado
victim_fed_incapacitation_room_0_peak_c_balance_frac,True,True,CONSERVATION,keyword 'c_balance',1.0,,,,1.05,,,PHY-C1: balance elemental de carbono (CO+CO2+HCN) vs C disponible en combustible. Siempre ≤1.0 post-clamp (SF-AUD-032). HCN yield PU incluido en balance. max=1.05 tolerancia diagnostica.
victim_fed_incapacitation_room_0_peak_hcn_upper_ppm,True,True,A_PRIORI,no heuristic triggered,2008.29829436015,,,500.0,,,,"PHY-C2: HCN en capa superior sala fuego (PU sofa, yield ~0.000154 kg/MJ). Min=500 ppm = bound Purser conservador (actual ~2008 ppm). Fuente: AUDITORIA_CALIBRACION_FED_HCN_2026-05-27.md."
victim_fed_incapacitation_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,674.9566274896,682.185520419288,200.0,,,0.036,0.293,Regression baseline: victim_fed_incapacitation
victim_fed_incapacitation_smoke_generated_total_kg,True,True,A_PRIORI,no heuristic triggered,21.6078911257417,,,5.0,,,,Regression baseline: victim_fed_incapacitation
victim_fed_incapacitation_victim_v0_final_fed,True,True,A_PRIORI,no heuristic triggered,0.771535065823282,,,0.7,,,,Victima 0.9m sala fuego PU: FED ~0.98 a los 800s; confirma acumulacion FED via compute_fed_delta_for_height
postfire_decay_room_0_final_hot_layer_m,True,True,A_PRIORI,no heuristic triggered,1.81878670149936,1.985807,0.25,,,0.668,0.126,Regression baseline: postfire_decay
postfire_decay_room_0_final_hrr_kw,True,True,VACUOUS,actual=0 << max=400/5.0,0.0,,,,400.0,,,Regression baseline: postfire_decay
postfire_decay_room_0_final_smoke_kg,True,True,VACUOUS,actual=0.163 >> 5.0× min=0.03,0.163173088780555,,,0.03,0.35,,,Regression baseline: postfire_decay
postfire_decay_room_0_final_temp_at_1_8m_c,True,True,A_PRIORI,no heuristic triggered,20.7058600546503,20.740368,8.0,,,0.004,0.386,Regression baseline: postfire_decay
postfire_decay_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1218.74766097865,,,800.0,1500.0,,,Regression baseline: postfire_decay
postfire_decay_room_1_final_smoke_kg,True,True,A_PRIORI,no heuristic triggered,0.13022181395149,0.127451,0.015,,,0.185,0.118,Regression baseline: postfire_decay
postfire_decay_smoke_deposited_total_kg,True,True,A_PRIORI,no heuristic triggered,0.147519918154976,0.146603,0.022,,,0.042,0.150,Regression baseline: postfire_decay
postfire_decay_time_room_0_l150_below_1_8m_s,True,True,A_PRIORI,no heuristic triggered,70.5000000000004,70.416667,15.0,,,0.006,0.213,Regression baseline: postfire_decay
v1_backdraft_accumulation_opening_event_0_time_s,True,True,A_PRIORI,no heuristic triggered,340.083333333326,340.083333,5.0,,,0.000,0.015,Regression baseline: v1_backdraft_accumulation
v1_backdraft_accumulation_room_0_final_retained_unburned_MJ,True,True,VACUOUS,actual=0.00127 << max=0.5/5.0,0.00127156266345928,,,,0.5,,,Regression baseline: v1_backdraft_accumulation
v1_backdraft_accumulation_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,2036.90084242082,,,1200.0,,,,Regression baseline: v1_backdraft_accumulation
v1_backdraft_accumulation_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,703.811239033007,,,300.0,,,,Regression baseline: v1_backdraft_accumulation
v1_backdraft_accumulation_time_room_0_hrr_above_400_post_vent_s,True,True,A_PRIORI,no heuristic triggered,340.083333333326,363.5,30.0,,,0.781,0.083,Regression baseline: v1_backdraft_accumulation
v1_backdraft_accumulation_time_room_0_o2_below_13pct_s,True,True,A_PRIORI,no heuristic triggered,281.833333333339,302.75,30.0,,,0.697,0.099,Regression baseline: v1_backdraft_accumulation
v8_suppression_reburn_room_0_peak_co_upper_ppm,True,True,A_PRIORI,no heuristic triggered,1706.48853793048,,,1600.0,,,,Regression baseline: v8_suppression_reburn
v8_suppression_reburn_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1746.19148060956,,,1000.0,,,,Regression baseline: v8_suppression_reburn
v8_suppression_reburn_suppression_water_applied_l,True,True,A_PRIORI,no heuristic triggered,95.0000000000001,,,80.0,,,,Regression baseline: v8_suppression_reburn
v8_suppression_reburn_time_room_0_hrr_above_100_post_window_s,True,True,VACUOUS,actual=300 >> 5.0× min=1,300.000000000002,,,1.0,,,,Regression baseline: v8_suppression_reburn
ul_exterior_water_knockdown_room_0_final_hrr_kw,True,True,A_PRIORI,no heuristic triggered,221.4341706541,,,,260.0,,,Regression baseline: ul_exterior_water_knockdown
ul_exterior_water_knockdown_room_0_final_temp_at_1_8m_c,True,True,A_PRIORI,no heuristic triggered,57.4936297482393,,,,60.0,,,Regression baseline: ul_exterior_water_knockdown
ul_exterior_water_knockdown_suppression_cooling_total_kj,True,True,A_PRIORI,no heuristic triggered,90249.9999999999,,,85000.0,95000.0,,,Regression baseline: ul_exterior_water_knockdown
ul_exterior_water_knockdown_suppression_water_applied_l,True,True,A_PRIORI,no heuristic triggered,95.0000000000001,95.0,0.1,,,0.000,0.001,Regression baseline: ul_exterior_water_knockdown
ul_exterior_water_knockdown_time_room_0_temp_1_8m_below_150c_after_suppression_s,True,True,A_PRIORI,no heuristic triggered,172.333333333335,,,170.0,180.0,,,Regression baseline: ul_exterior_water_knockdown
ppv_attack_pressurized_room_0_final_smoke_kg,True,True,VACUOUS,actual=0.0318 << max=0.5/5.0,0.0317653270664438,,,0.0,0.5,,,Regression baseline: ppv_attack_pressurized
ppv_attack_pressurized_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,2554.8669511076,,,1500.0,3500.0,,,Regression baseline: ppv_attack_pressurized
ppv_attack_pressurized_room_0_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,628.468665764261,,,500.0,900.0,,,Regression baseline: ppv_attack_pressurized
ppv_attack_pressurized_room_1_final_smoke_kg,True,True,VACUOUS,actual=0.0146 << max=0.2/5.0,0.0146294869411696,,,0.0,0.2,,,Regression baseline: ppv_attack_pressurized
ppv_attack_pressurized_time_room_0_smoke_below_0_05kg_after_suppression_s,True,True,A_PRIORI,no heuristic triggered,215.83333333334,,,210.0,400.0,,,Regression baseline: ppv_attack_pressurized
ppv_attack_pressurized_time_room_1_smoke_below_0_1kg_after_ppv_s,True,True,A_PRIORI,no heuristic triggered,418.749999999975,,,215.0,500.0,,,Regression baseline: ppv_attack_pressurized
living_room_hallway_room_0_final_layer_150c_m,True,True,VACUOUS,tol/|expected|=0.702 > 0.5,0.208805434597705,0.213764,0.15,,,0.033,0.702,Regression baseline: living_room_hallway
living_room_hallway_room_1_final_temp_at_1_8m_c,True,True,A_PRIORI,no heuristic triggered,120.521491949402,122.534751,15.0,,,0.134,0.122,Regression baseline: living_room_hallway
living_room_hallway_room_1_min_l150_m,True,True,A_PRIORI,no heuristic triggered,1.68409046655082,1.672793,0.2,,,0.056,0.120,Regression baseline: living_room_hallway
living_room_hallway_room_1_peak_temp_upper_c,False,True,NON_GATING,required=False,335.371308551856,349.191257,25.0,,,0.553,0.072,Regression baseline: living_room_hallway
living_room_hallway_time_room_0_smoke_layer_2m_s,True,True,A_PRIORI,no heuristic triggered,24.5833333333333,24.75,8.0,,,0.021,0.323,Regression baseline: living_room_hallway
living_room_hallway_time_room_1_smoke_start_s,True,True,A_PRIORI,no heuristic triggered,38.0833333333333,39.416667,8.0,,,0.167,0.203,Regression baseline: living_room_hallway
confinement_open_close_opening_event_0_time_s,True,True,A_PRIORI,no heuristic triggered,200.000000000005,200.0,5.0,,,0.000,0.025,Regression baseline: confinement_open_close
confinement_open_close_opening_event_1_time_s,True,True,A_PRIORI,no heuristic triggered,550.083333333304,550.083333,5.0,,,0.000,0.009,Regression baseline: confinement_open_close
confinement_open_close_room_0_final_hrr_kw,False,True,NON_GATING,required=False,67.1733370403838,62.532601,5.0,,,0.928,0.080,Regression baseline: confinement_open_close
confinement_open_close_room_0_final_o2,True,True,A_PRIORI,no heuristic triggered,0.111508787493429,0.113254,0.02,,,0.087,0.177,Regression baseline: confinement_open_close
confinement_open_close_room_0_final_smoke_kg,True,True,A_PRIORI,no heuristic triggered,1.09966514678163,1.154722,0.3,,,0.184,0.260,Regression baseline: confinement_open_close
confinement_open_close_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1724.89470608987,,,1500.0,,,,Regression baseline: confinement_open_close
confinement_open_close_smoke_deposited_total_kg,True,True,VACUOUS,actual=6.1e-05 << max=0.5/5.0,6.10465225767579e-05,,,,0.5,,,Regression baseline: confinement_open_close
confinement_open_close_smoke_vented_total_kg,True,True,VACUOUS,actual=28.1 >> 5.0× min=0.5,28.1281592597481,,,0.5,,,,Regression baseline: confinement_open_close
g1_gie_confinement_attack_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1130.14764926595,,,1000.0,,,,Regression baseline: g1_gie_confinement_attack
g1_gie_confinement_attack_suppression_water_applied_l,True,True,A_PRIORI,no heuristic triggered,95.0000000000001,,,80.0,,,,Regression baseline: g1_gie_confinement_attack
g1_gie_confinement_attack_time_room_0_hrr_below_50_post_attack_s,True,True,VACUOUS,actual=320 >> 5.0× min=1,320.08333333333,,,1.0,,,,Regression baseline: g1_gie_confinement_attack
g1_gie_confinement_attack_time_room_0_l150_below_1_8m_s,True,True,A_PRIORI,no heuristic triggered,88.9999999999993,89.0,5.0,,,0.000,0.056,Regression baseline: g1_gie_confinement_attack
g2_gie_transitional_attack_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1757.79946767237,,,1000.0,,,,Regression baseline: g2_gie_transitional_attack
g2_gie_transitional_attack_suppression_water_applied_l,True,True,A_PRIORI,no heuristic triggered,95.0000000000001,,,80.0,,,,Regression baseline: g2_gie_transitional_attack
g2_gie_transitional_attack_time_room_0_hrr_below_100_post_attack_s,True,True,VACUOUS,actual=209 >> 5.0× min=1,208.666666666673,,,1.0,,,,Regression baseline: g2_gie_transitional_attack
g2_gie_transitional_attack_time_room_0_l150_below_1_8m_s,True,True,A_PRIORI,no heuristic triggered,70.5000000000004,70.416667,5.0,,,0.017,0.071,Regression baseline: g2_gie_transitional_attack
g2_gie_transitional_attack_time_room_0_temp_1_8m_below_150c_post_attack_s,True,True,VACUOUS,actual=203 >> 5.0× min=1,202.583333333339,,,1.0,,,,Regression baseline: g2_gie_transitional_attack
g4_gie_delayed_entry_hazard_room_1_peak_co_upper_ppm,True,True,VACUOUS,actual=6.27e+04 >> 5.0× min=2e+03,62716.8945546626,,,2000.0,,,,Regression baseline: g4_gie_delayed_entry_hazard
g4_gie_delayed_entry_hazard_room_1_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,422.555963965341,,,200.0,,,,Regression baseline: g4_gie_delayed_entry_hazard
g4_gie_delayed_entry_hazard_time_room_1_co_upper_above_1200_s,True,True,A_PRIORI,no heuristic triggered,85.5833333333328,87.333333,5.0,,,0.350,0.057,Regression baseline: g4_gie_delayed_entry_hazard
g4_gie_delayed_entry_hazard_time_room_1_fed_above_0_1_s,True,True,A_PRIORI,no heuristic triggered,198.416666666672,197.75,10.0,,,0.067,0.051,"Phase 2C: CO is now correctly placed in the upper zone (co_upper_kg = co_kg during fire-active collapse). Lower-zone CO at breathing height is near 0, so FED accumulation is slower and the threshold is reached later than the old well-mixed-style expectation (169 s → 197.75 s)."
g4_gie_delayed_entry_hazard_time_room_1_temp_upper_above_100c_s,True,True,A_PRIORI,no heuristic triggered,70.416666666667,70.833333,5.0,,,0.083,0.071,Regression baseline: g4_gie_delayed_entry_hazard
g3_gie_ppv_post_knockdown_room_0_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,2078.37210538102,,,1000.0,,,,Regression baseline: g3_gie_ppv_post_knockdown
g3_gie_ppv_post_knockdown_room_1_peak_co_upper_ppm,True,True,VACUOUS,actual=1.16e+04 >> 5.0× min=2e+03,11556.3438106674,,,2000.0,,,,Regression baseline: g3_gie_ppv_post_knockdown
g3_gie_ppv_post_knockdown_suppression_water_applied_l,True,True,A_PRIORI,no heuristic triggered,95.0000000000001,,,80.0,,,,Regression baseline: g3_gie_ppv_post_knockdown
g3_gie_ppv_post_knockdown_time_room_1_smoke_below_0_1kg_post_vent_s,True,True,A_PRIORI,no heuristic triggered,369.916666666652,369.9,3.0,,,0.006,0.008,Regression baseline: g3_gie_ppv_post_knockdown
tc_array_iso9705_room_0_final_smoke_layer_m,True,True,A_PRIORI,no heuristic triggered,1.99110907480875,,,1.0,2.4,,,Regression baseline: tc_array_iso9705
tc_array_iso9705_room_0_final_temp_at_0_1m_c,True,True,A_PRIORI,no heuristic triggered,50.7367869378815,,,20.0,100.0,,,Regression baseline: tc_array_iso9705
tc_array_iso9705_room_0_final_temp_at_0_5m_c,True,True,VACUOUS,actual=54.2 << max=500/5.0,54.2321181100942,,,30.0,500.0,,,Regression baseline: tc_array_iso9705
tc_array_iso9705_room_0_final_temp_at_1_0m_c,True,True,VACUOUS,actual=54.2 << max=500/5.0,54.2321181100942,,,30.0,500.0,,,Regression baseline: tc_array_iso9705
tc_array_iso9705_room_0_final_temp_at_1_5m_c,True,True,VACUOUS,actual=54.2 << max=500/5.0,54.2321181100942,,,30.0,500.0,,,Regression baseline: tc_array_iso9705
tc_array_iso9705_room_0_final_temp_at_1_8m_c,True,True,VACUOUS,actual=313 >> 5.0× min=30,312.525526441244,,,30.0,500.0,,,Regression baseline: tc_array_iso9705
tc_array_iso9705_room_0_final_temp_at_2_2m_c,True,True,A_PRIORI,no heuristic triggered,440.311340317072,,,120.0,500.0,,,Regression baseline: tc_array_iso9705
